pdockq1,pdockq2,pred_contact,pdb_id,IntraclashesGroup1,IntraclashesGroup2,Interaction Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,ptm_iptm
0.016,0.179,46.0,5LE5_K_5LE5_a_4,87.0462,76.575,281.203,-0.180288,-1.263,-16.2495,0.10152,26.8579,-20.7124,279.326,6.67717,6.54037,0,0,0,0.193424,34.5971,-0.0706549,0,0,-0.0175898,0,5.55112e-17,2.384,423,32,21,20,5,0.20046957968956078
0.014,0.159,83.0,5LE5_K_5LE5_a_3,77.3505,59.8147,175.483,-1.68109,-1.56196,-20.5659,0.138419,33.5382,-24.9592,178.163,7.48881,4.4605,0,0,0,0.166921,27.7019,0.149336,0,0,0.145813,0,0.0,2.384,423,51,24,24,5,0.2982660435131287
0.039,0.491,56.0,5LE5_K_5LE5_a_0,62.6223,39.9763,18.1133,-7.09853,-3.68028,-16.4568,2.00649,22.7015,-19.5829,24.4772,9.00834,6.4923,0,0,0,0.196715,6.63049,-0.213679,0,0,0.262863,0,5.55112e-17,2.384,423,47,8,7,1,0.5510614139779436
0.022,0.335,50.0,5LE5_K_5LE5_a_1,67.7282,54.4214,42.6205,-4.81523,-2.45276,-15.3368,2.52173,21.4926,-18.4756,46.1582,7.35084,5.6541,0,0,0,0.244527,9.18294,-0.137141,0,0,0.416047,0,5.55112e-17,2.384,423,41,13,11,4,0.41462339984021057
0.011,0.226,183.0,5LE5_B_5LE5_B_2,102.899,134.009,721.17,-3.82873,-5.0304,-41.5881,-4.75633,79.1428,-52.462,718.123,21.1554,9.15483,0,0,0,0.952469,94.0412,0.340038,0,0,-0.0703268,0,0.0371442,2.384,522,85,45,45,14,0.20146234596524257
0.011,0.16,221.0,5LE5_B_5LE5_B_1,130.728,130.659,1196.11,-1.36447,-8.80367,-40.8354,-5.92339,94.0408,-51.6849,1180.76,18.9203,8.23789,0,0,0,2.32628,210.519,0.583384,0,0,-0.26059,0,0.120047,2.384,522,100,54,50,18,0.20494609718159024
0.011,0.128,86.0,5LE5_B_5LE5_B_4,98.0436,98.6172,194.561,-2.77385,-3.08925,-26.4891,0.762004,38.4637,-32.4708,201.021,15.4642,3.60204,0,0,0,0.150218,4.80576,-0.700341,0,0,0.62165,0,0.0,2.384,522,64,23,23,0,0.196101664181835
0.009,0.064,180.0,5LE5_B_5LE5_B_3,96.9246,93.6591,765.174,-3.73839,-3.32517,-53.575,2.44241,104.397,-66.9001,740.361,26.1283,15.0122,0,0,0,2.99272,283.61,1.01297,0,0,0.133038,0,0.232471,2.384,522,92,53,53,28,0.1964101235281437
0.014,0.335,149.0,5LE5_B_5LE5_B_0,51.9415,48.0473,301.71,-4.02877,-5.67774,-44.4667,3.17653,74.4576,-53.8254,291.454,21.0224,17.3892,0,0,0,1.44952,128.406,-0.22547,0,0,0.973718,0,0.0105402,2.384,522,81,37,36,16,0.4215443577608354
0.319,0.584,89.0,5LE5_A_5LE5_E_3,80.9055,45.5839,4.06057,-5.79087,-1.84653,-28.2958,-0.836571,34.0746,-37.124,26.2004,12.302,5.64203,0,0,0,0.168589,7.72327,-0.150474,0,0,-0.28286,0,0.0,2.384,497,62,9,9,0,0.7631525296947437
0.346,0.626,89.0,5LE5_A_5LE5_E_1,89.5187,44.1466,6.39588,-6.19847,-2.02732,-28.7237,-1.29836,34.9167,-37.4776,27.8603,13.9959,5.84924,0,0,0,0.16376,8.29778,-0.1355,0,0,-0.529093,0,-2.22045e-16,2.384,497,66,11,11,0,0.7797521107330218
0.308,0.582,92.0,5LE5_A_5LE5_E_4,85.3026,51.0948,8.55379,-5.84026,-2.99588,-29.2036,-1.28937,35.1049,-38.3168,33.2384,13.1309,5.34513,0,0,0,0.16192,9.55399,-0.116651,0,0,-0.66489,0,2.22045e-16,2.384,497,65,10,9,1,0.762015262740567
0.311,0.577,92.0,5LE5_A_5LE5_E_2,78.9925,50.6512,7.36107,-6.04315,-2.47428,-29.1713,-1.29523,35.1913,-38.2363,31.1252,12.897,5.91452,0,0,0,0.197819,9.28821,-0.112729,0,0,-0.631818,0,0.0,2.384,497,63,11,10,1,0.7755818681244961
0.534,0.621,89.0,5LE5_A_5LE5_E_0,71.7906,40.9881,5.53767,-5.82636,-2.77251,-28.9544,-1.28327,35.2248,-37.753,28.64,13.4721,5.36148,0,0,0,0.174567,8.13635,-0.104699,0,0,-0.641079,0,4.44089e-16,2.384,497,63,8,8,0,0.8282390977980632
0.068,0.438,25.0,5LE5_B_5LE5_H_0,51.8958,42.4515,4.08651,-0.629672,-0.364844,-7.96776,0.306516,10.5231,-10.7892,6.19307,5.70724,1.17337,0,0,0,0.0545644,2.2343,-0.345745,0,0,0.223193,0,0.00265701,2.384,495,31,3,3,0,0.67627732174855
0.015,0.252,39.0,5LE5_B_5LE5_H_4,70.1402,63.21,153.474,-2.13374,-0.6975,-8.87504,0.228717,10.943,-12.7442,159.805,6.25495,0.306001,0,0,0,0.0482849,4.81979,0.15488,0,0,0.184255,0,5.55112e-17,2.384,495,24,7,7,1,0.246969046148038
0.05,0.486,35.0,5LE5_B_5LE5_H_2,62.9887,54.0248,7.18635,-1.93955,0.0,-12.4648,0.192134,15.6487,-16.7665,12.187,8.0915,2.35188,0,0,0,0.165711,3.23155,-0.447088,0,0,0.164557,0,0.00272535,2.384,495,36,4,4,0,0.5971969083073284
0.055,0.433,28.0,5LE5_B_5LE5_H_1,66.9513,57.138,17.9273,-0.716945,0.0,-10.3626,-0.07767,13.1218,-14.4785,21.2083,7.59961,1.82511,0,0,0,0.223176,2.57478,-0.42825,0,0,0.00744822,0,0.00575322,2.384,495,31,5,5,0,0.6666376478292185
0.041,0.21,23.0,5LE5_B_5LE5_H_3,50.4341,44.4553,38.6312,-0.968327,-0.638213,-10.6107,-1.67037,17.4804,-11.6707,40.1099,6.4751,0.419645,0,0,0,0.093498,2.04201,-0.30898,0,0,-0.282166,0,0.202228,2.384,495,23,6,6,0,0.4958088360022713
0.054,0.223,21.0,5LE5_B_5LE5_L_0,54.7666,51.7584,-1.55386,-0.575383,-3.55271e-14,-6.74201,-0.0637463,8.16287,-9.29738,1.5002,5.68318,0.448792,0,0,0,0.0283808,1.36839,-0.746072,0,0,-0.0104139,0,0.0577216,2.384,474,22,0,0,0,0.5576327131614867
0.028,0.27,26.0,5LE5_B_5LE5_L_1,71.7214,51.8556,60.9919,-0.446057,-1.20478,-11.02,-1.40923,20.0941,-12.5103,60.5221,5.71074,1.14544,0,0,0,0.0763032,6.05748,0.180253,0,0,-0.199249,0,0.0525427,2.384,474,28,14,14,1,0.4858564383530928
0.017,0.214,56.0,5LE5_B_5LE5_L_4,74.5426,50.8435,215.504,-1.47235,-2.04264,-14.5853,-0.292825,21.6382,-20.0318,219.987,11.6033,1.03403,0,0,0,0.105561,16.2273,-0.554649,0,0,0.0162515,0,0.099594,2.384,474,29,17,17,3,0.27945684028345613
0.026,0.174,28.0,5LE5_B_5LE5_L_2,83.3017,45.6181,16.2896,-1.03539,1.42109e-14,-9.15339,-0.115901,11.2409,-12.475,20.8792,7.2797,0.489966,0,0,0,0.055502,2.67095,-0.890397,0,0,-0.0563112,0,0.070623,2.384,474,23,9,9,0,0.4375690809255824
0.021,0.198,28.0,5LE5_B_5LE5_L_3,54.8175,54.3687,15.1536,-1.11151,-1.06581e-14,-9.52871,-0.146933,11.506,-13.2093,20.3465,7.72316,0.355953,0,0,0,0.0822847,2.35713,-0.927138,0,0,-0.0190007,0,0.0822625,2.384,474,25,10,10,0,0.3806690667411725
0.763,0.702,94.0,5LE5_H_5LE5_I_0,43.7483,52.305,-8.53793,-12.5737,-8.68783,-30.5407,-5.83338,43.8383,-39.3239,9.23567,21.8506,14.2394,0,0,0,0.657758,3.47136,0.172794,0,0,-1.62609,0,0.0532041,2.384,439,86,2,2,0,0.8417241415050135
0.697,0.695,95.0,5LE5_H_5LE5_I_2,55.4041,60.6894,-1.79425,-12.7873,-9.94812,-31.1884,-5.78654,44.1985,-40.3001,17.0381,22.7411,14.9294,0,0,0,0.756258,3.93381,0.155651,0,0,-1.655,0,0.0521479,2.384,439,86,2,2,0,0.8379219155542186
0.633,0.689,99.0,5LE5_H_5LE5_I_4,49.2831,71.2466,-7.93047,-12.5645,-9.40782,-30.681,-5.74252,44.0988,-39.7216,10.1693,22.3335,14.2318,0,0,0,0.811042,4.02767,0.00816494,0,0,-1.50321,0,0.0376143,2.384,439,85,1,1,0,0.8091825484953837
0.726,0.698,100.0,5LE5_H_5LE5_I_1,52.996,63.2316,-2.68612,-12.7192,-10.4901,-30.3948,-4.63483,43.1061,-39.3039,14.9959,22.7394,14.6908,0,0,0,0.690265,3.89972,-0.0838761,0,0,-1.29354,0,0.011554,2.384,439,85,2,2,0,0.8390459285572648
0.676,0.692,97.0,5LE5_H_5LE5_I_3,48.6846,64.7209,-4.08762,-11.959,-9.24685,-30.0732,-4.65925,42.7933,-38.9673,11.7655,21.2933,15.5263,0,0,0,0.679163,3.71332,-0.144943,0,0,-1.17015,0,0.0755075,2.384,439,84,2,2,0,0.817785647341308
0.056,0.551,104.0,5LE5_B_5LE5_E_2,67.9918,50.5015,11.007,-7.00252,-2.95811,-30.5932,-3.6028,49.297,-37.3581,18.6339,16.4361,8.83036,0,0,0,0.453934,9.37294,-0.983812,0,0,-0.203654,0,0.0578534,2.384,524,78,7,7,0,0.6363014741736797
0.04,0.517,100.0,5LE5_B_5LE5_E_4,67.8496,45.6153,28.7752,-4.2583,-2.47313,-31.3373,-2.34465,46.9837,-38.8053,37.681,15.193,8.00591,0,0,0,0.18112,9.78345,-0.0962487,0,0,-0.00867287,0,0.0540708,2.384,524,74,13,13,0,0.600094914200418
0.068,0.529,104.0,5LE5_B_5LE5_E_3,86.9637,68.4549,19.7484,-6.33952,-3.05781,-30.3499,-4.06091,45.2143,-37.5047,33.4138,15.141,7.73612,0,0,0,0.178542,11.4208,-0.301629,0,0,-0.335972,0,0.0150803,2.384,524,80,13,11,2,0.6329163788640297
0.126,0.513,99.0,5LE5_B_5LE5_E_0,71.5391,138.628,22.0616,-5.5266,-3.15981,-30.5194,-5.28592,48.5158,-37.8124,32.172,14.9492,7.2538,0,0,0,1.68925,9.22834,0.109425,0,0,-0.54365,0,0.220031,2.384,524,77,10,10,0,0.708430219961911
0.104,0.522,93.0,5LE5_B_5LE5_E_1,57.2257,44.1914,4.99513,-6.74662,-3.35453,-29.2694,-2.05393,41.7202,-36.3052,17.2999,14.8672,8.46851,0,0,0,0.443975,8.62798,-0.170318,0,0,0.0353362,0,0.0601273,2.384,524,75,6,6,0,0.6955754674742384
0.013,0.277,31.0,5LE5_E_5LE5_I_4,48.7408,64.1776,132.807,-1.56383,-1.329,-11.4534,1.00516,18.2862,-13.89,133.158,5.79311,3.07291,0,0,0,0.143184,3.05218,0.263062,0,0,-0.678728,0,-1.11022e-16,2.384,468,32,7,7,0,0.20475600978654432
0.017,0.326,45.0,5LE5_E_5LE5_I_3,49.3866,75.7988,211.117,-1.86514,-0.87584,-16.2647,-0.659307,30.2095,-18.5922,209.064,9.914,1.40833,0,0,0,0.12133,13.059,-0.861446,0,0,-0.481328,0,1.38778e-16,2.384,468,34,16,16,4,0.29628470812352253
0.022,0.296,30.0,5LE5_E_5LE5_I_1,53.3365,77.9279,111.226,-0.487821,-0.856697,-12.5136,-2.28989,22.4317,-13.5024,110.386,8.35453,1.05929,0,0,0,0.0981851,3.15498,-0.923882,0,0,-0.529377,0,0.0,2.384,468,29,10,10,0,0.4079423972911992
0.024,0.24,26.0,5LE5_E_5LE5_I_0,54.8007,80.4829,73.2282,-0.827509,-0.32956,-10.9415,-1.59373,19.5834,-11.3348,72.2329,6.85306,0.741945,0,0,0,0.0694156,2.51809,-0.708785,0,0,-0.51671,0,-1.94289e-16,2.384,468,30,11,11,0,0.4159012069182639
0.018,0.279,25.0,5LE5_E_5LE5_I_2,46.505,77.6401,72.6255,-0.938612,-0.490402,-11.2105,-1.69797,19.2225,-11.8996,72.9695,7.35215,0.39269,0,0,0,0.0823551,2.53581,-0.685828,0,0,-0.470847,0,5.55112e-17,2.384,468,29,12,12,0,0.36806035213483124
0.018,0.582,118.0,5LE5_E_5LE5_E_4,55.7753,56.9438,124.097,-1.56554,-4.36175,-30.4429,-0.146454,49.1933,-36.3697,124.489,13.7671,8.49053,0,0,0,0.372039,19.4176,-0.161473,0,0,0.829836,0,0.00321992,2.384,526,74,24,22,4,0.42892658028356523
0.038,0.606,118.0,5LE5_E_5LE5_E_2,54.2223,50.0095,89.9859,-1.61204,-2.01372,-31.7516,0.7065,50.1185,-38.0132,87.1433,14.4688,9.71932,0,0,0,0.367167,16.6908,-0.159448,0,0,1.01242,0,0.0,2.384,526,76,26,25,4,0.5869484375158045
0.03,0.604,103.0,5LE5_E_5LE5_E_3,47.7522,51.776,51.8336,-4.23399,-1.06018,-28.9514,0.205371,42.9193,-34.7183,54.0024,14.0723,8.28961,0,0,0,0.577824,7.89388,-0.142439,0,0,0.873054,0,0.0,2.384,526,72,20,20,0,0.5271465649965174
0.056,0.562,93.0,5LE5_E_5LE5_E_0,56.7018,58.6563,23.0732,-5.14366,-1.94828,-26.2203,-0.369093,35.3661,-32.3879,33.0886,11.6651,7.86546,0,0,0,0.491408,6.75379,-0.0198492,0,0,0.685594,0,0.0,2.384,526,69,10,10,0,0.621355392605512
0.05,0.61,93.0,5LE5_E_5LE5_E_1,54.6786,54.3878,15.3173,-5.98659,-2.48095,-27.3078,-0.398499,38.2075,-32.786,23.285,13.143,8.59201,0,0,0,0.489611,7.18893,-0.0897909,0,0,0.649823,0,-2.22045e-16,2.384,526,68,6,6,0,0.6198147345320864
0.104,0.649,92.0,5LE5_E_5LE5_G_4,44.5104,53.1874,-1.23822,-8.14035,-2.93733,-27.8245,-1.52642,37.1759,-34.8391,17.8912,13.5128,5.64475,0,0,0,0.257471,10.3643,-0.19383,0,0,-0.258861,0,1.11022e-16,2.384,509,69,6,5,1,0.661675371440373
0.257,0.673,91.0,5LE5_E_5LE5_G_2,40.1688,57.2216,-3.19549,-6.91165,-3.26452,-27.6441,-1.59574,38.0635,-34.3059,12.828,13.5012,6.3184,0,0,0,0.320355,8.66524,-0.206823,0,0,-0.298224,0,-1.94289e-16,2.384,509,73,5,5,0,0.7563620271432963
0.316,0.65,94.0,5LE5_E_5LE5_G_3,48.7163,52.6336,12.717,-5.78116,-3.11996,-27.8916,-1.77924,39.3782,-34.3622,26.5947,13.4897,6.50799,0,0,0,0.286652,10.4321,-0.205266,0,0,-0.400665,0,-1.11022e-16,2.384,509,68,7,6,1,0.7529508428276039
0.423,0.673,90.0,5LE5_E_5LE5_G_1,46.5515,62.1011,-3.32181,-7.65157,-4.72548,-28.2471,-1.49803,37.6844,-35.5305,16.9655,13.3697,6.29574,0,0,0,0.522844,9.37977,-0.193157,0,0,-0.314282,0,-3.05311e-16,2.384,509,69,3,3,0,0.7881468743843436
0.588,0.687,88.0,5LE5_E_5LE5_G_0,43.3876,47.3344,-2.97977,-8.57482,-4.36846,-28.1618,-1.75592,37.6192,-35.1793,16.7373,13.9797,6.94464,0,0,0,0.321272,8.30776,-0.199245,0,0,-0.342453,0,1.11022e-16,2.384,509,68,6,6,0,0.8273370176900787
0.053,0.319,23.0,5LE5_A_5LE5_K_1,72.6544,59.3992,12.4469,-0.524431,-1.05801,-7.69716,0.937647,12.8801,-9.20857,11.8338,4.49498,1.5552,0,0,0,0.0591849,1.93045,-0.983908,0,0,0.157997,0,-5.55112e-17,2.384,438,29,6,6,0,0.5810955660766874
0.064,0.337,27.0,5LE5_A_5LE5_K_0,81.1599,64.1372,22.1063,-0.72519,-1.59648,-8.47414,1.17418,13.9715,-10.0789,22.3783,5.68783,0.665395,0,0,0,0.0792152,2.42156,-1.1172,0,0,0.141804,0,1.11022e-16,2.384,438,31,11,11,0,0.600264151037215
0.037,0.278,27.0,5LE5_A_5LE5_K_2,91.3015,67.6778,29.9929,-0.735489,-1.65492,-9.06803,1.32363,15.3533,-10.6665,29.4719,5.40013,1.07971,0,0,0,0.0778323,3.66424,-0.807252,0,0,0.218641,0,1.11022e-16,2.384,438,31,11,10,1,0.5221948382621433
0.011,0.102,47.0,5LE5_A_5LE5_K_4,93.9615,74.0954,136.686,-0.691302,-0.426026,-11.0434,-0.298287,16.8577,-15.263,139.975,4.69858,3.07547,0,0,0,0.0446669,26.0751,-0.149556,0,0,-0.0938511,0,5.55112e-17,2.384,438,27,11,11,5,0.199462250770837
0.027,0.305,26.0,5LE5_A_5LE5_K_3,83.6981,65.6732,25.3929,-1.20219,-1.77056,-8.61703,1.0718,14.4104,-10.2298,25.8135,5.34029,1.55112,0,0,0,0.0646726,2.53238,-1.18852,0,0,0.149149,0,5.55112e-17,2.384,438,30,12,12,0,0.4717645935037774
0.388,0.642,70.0,5LE5_H_5LE5_L_3,47.9191,41.9271,-1.26551,-5.54387,-4.35463,-23.3313,-7.08543,37.704,-29.8225,9.4373,11.1831,10.7211,0,0,0,0.327773,5.1432,-0.0392334,0,0,-0.461849,0,-5.55112e-17,2.384,447,52,3,3,0,0.7391923882648543
0.414,0.654,70.0,5LE5_H_5LE5_L_2,52.013,45.2042,3.12257,-6.24576,-4.68365,-24.3117,-7.49399,39.4783,-31.1954,15.1732,11.7533,11.1241,0,0,0,0.345254,4.97288,-0.367112,0,0,-0.453892,0,1.11022e-16,2.384,447,53,5,5,0,0.7461683129535126
0.349,0.642,71.0,5LE5_H_5LE5_L_4,55.2299,40.5749,1.1085,-7.03599,-5.60739,-24.1261,-7.16211,38.8967,-30.6545,13.5366,12.1827,11.3764,0,0,0,0.54441,5.43113,-0.393401,0,0,-0.44887,0,8.32667e-17,2.384,447,54,5,5,0,0.7218179462037952
0.477,0.656,71.0,5LE5_H_5LE5_L_1,50.0616,40.1917,3.2263,-5.69182,-4.69558,-24.0633,-7.23136,38.7521,-30.843,15.1141,11.7097,10.457,0,0,0,0.304431,5.68339,-0.0986899,0,0,-0.487261,0,5.55112e-17,2.384,447,54,5,5,0,0.7555859776148016
0.602,0.66,69.0,5LE5_H_5LE5_L_0,50.3519,44.0168,-1.65199,-6.75345,-5.81522,-23.8217,-7.00793,38.0828,-30.489,11.7495,11.626,11.1012,0,0,0,0.468433,5.8743,-0.328922,0,0,-0.463685,0,5.55112e-17,2.384,447,53,5,5,0,0.7983779602765217
0.014,0.053,3.0,5LE5_D_5LE5_a_0,73.3742,51.9178,5.39715,-0.0620679,-1.06581e-14,-1.28493,-0.193143,2.51952,-1.26926,4.456,1.08976,0.240819,0,0,0,0.000531949,0.112129,0.0573383,0,0,-0.157422,0,1.11022e-16,2.384,460,11,2,2,0,0.19996491211366024
0.01,0.136,38.0,5LE5_D_5LE5_a_4,94.1243,82.028,116.349,-2.00375,-0.857162,-13.505,-3.07576,24.9678,-14.9065,112.977,8.55967,5.07368,0,0,0,0.137797,19.8638,-0.258197,0,0,-0.76026,0,5.55112e-17,2.384,460,38,13,12,4,0.17444202978438586
0.01,0.052,59.0,5LE5_D_5LE5_a_2,105.563,71.5221,132.263,-1.38369,-1.07888,-12.3592,-2.36582,27.3014,-13.5188,126.612,5.07091,4.84577,0,0,0,0.251578,45.2628,-0.152235,0,0,-0.959268,0,5.55112e-17,2.384,460,32,13,13,7,0.19091874394188602
0.01,0.038,20.0,5LE5_D_5LE5_a_3,118.464,62.3307,50.5095,-0.918177,7.10543e-15,-5.97566,-1.85871,11.7669,-6.78625,47.4955,4.1095,2.31728,0,0,0,0.207043,3.502,0.858132,0,0,-0.706025,0,5.55112e-17,2.384,460,16,6,6,1,0.18721764701971597
0.011,0.104,142.0,5LE5_D_5LE5_a_1,138.419,62.9995,580.993,-1.95209,-3.28519,-36.1691,-7.91352,77.1406,-43.2424,571.925,16.5086,6.10491,0,0,0,0.804907,199.093,2.21364,0,0,-1.1532,0,0.0104758,2.384,460,71,43,43,19,0.1923056588268004
0.528,0.472,32.0,5LE5_K_5LE5_L_0,51.3024,45.8569,-0.0226843,-0.807469,-3.89579,-8.1763,-1.71485,11.1578,-10.2796,5.38917,5.83792,2.58789,0,0,0,0.154393,1.5817,-0.00761431,0,0,-0.26825,0,5.55112e-17,2.384,417,35,2,2,0,0.7767512802128245
0.078,0.329,38.0,5LE5_K_5LE5_L_4,56.4669,53.796,8.47071,-0.764559,-3.71426,-9.45135,-2.10026,12.6679,-11.8496,15.4136,6.08052,2.3495,0,0,0,0.135858,2.01395,-0.0196806,0,0,-0.277003,0,5.55112e-17,2.384,417,37,6,6,0,0.6225083959581401
0.174,0.365,32.0,5LE5_K_5LE5_L_3,56.3009,44.5183,6.69353,-0.865035,-3.17194,-9.20613,-1.93025,12.2636,-11.4921,12.6534,6.0704,2.52532,0,0,0,0.163065,1.59151,-0.0217543,0,0,-0.295062,0,8.32667e-17,2.384,417,37,5,5,0,0.6974939409883093
0.188,0.397,34.0,5LE5_K_5LE5_L_2,55.2651,43.6198,4.47801,-0.862954,-4.20904,-9.16368,-2.17442,12.1225,-11.6084,11.5999,6.35366,2.55356,0,0,0,0.170364,1.7036,-0.0361963,0,0,-0.267263,0,2.77556e-17,2.384,417,36,4,4,0,0.7010945741755299
0.244,0.442,34.0,5LE5_K_5LE5_L_1,46.5764,40.9835,-0.0252356,-0.911091,-4.28579,-9.02297,-2.0773,12.1912,-11.3631,7.69186,6.0998,1.73267,0,0,0,0.15813,1.93723,0.0413903,0,0,-0.280048,0,5.55112e-17,2.384,417,37,2,2,0,0.7262781016364726
0.013,0.152,36.0,5LE5_G_5LE5_a_4,66.8571,57.71,188.015,-1.26093,-0.95454,-12.0711,1.24366,22.3284,-15.4767,183.647,6.73142,3.53668,0,0,0,0.320119,16.8216,-0.286632,0,0,0.257119,0,-5.55112e-17,2.384,465,30,9,9,4,0.20059358273877748
0.012,0.077,15.0,5LE5_G_5LE5_a_2,85.9554,77.5232,107.601,-0.155747,-2.13163e-14,-7.79816,1.92542,12.4066,-9.91327,103.798,5.31717,1.73383,0,0,0,0.15406,2.40285,-0.0376852,0,0,0.171572,0,5.55112e-17,2.384,465,22,6,6,1,0.20888142905343418
0.013,0.1,36.0,5LE5_G_5LE5_a_0,64.9941,51.7173,280.012,-2.19839,-2.22138,-13.4557,-0.270914,26.9818,-16.4407,276.518,7.49532,3.56126,0,0,0,0.622769,38.0864,-0.595349,0,0,0.0155196,0,5.55112e-17,2.384,465,34,14,14,5,0.2286993159891676
0.012,0.08,36.0,5LE5_G_5LE5_a_3,68.4873,50.6269,188.623,-0.416457,-1.43184,-13.6891,-0.024093,25.3939,-17.0996,183.649,7.99606,3.37131,0,0,0,0.933209,60.7147,-0.181097,0,0,0.121049,0,5.55112e-17,2.384,465,33,14,14,7,0.20347441104566533
0.012,0.114,33.0,5LE5_G_5LE5_a_1,66.9271,51.7501,168.416,-0.412504,-1.44055,-13.4074,4.0621,22.6978,-17.0454,162.094,9.13467,2.28495,0,0,0,0.24711,7.50213,-0.0707833,0,0,0.271851,0,-1.11022e-16,2.384,465,34,15,15,2,0.21483518208000646
0.665,0.368,18.0,5LE5_F_5LE5_a_1,69.1554,48.5097,4.19428,-0.182072,0.0,-6.29863,-1.98999,10.5566,-6.97125,4.97811,4.72517,0.287318,0,0,0,0.0856267,1.46515,-0.441709,0,0,-0.554874,0,-1.11022e-16,2.384,474,20,3,3,0,0.8017878135009663
0.582,0.356,20.0,5LE5_F_5LE5_a_3,68.1011,61.5839,5.1945,-0.470129,-0.235688,-6.39902,-1.97755,10.8715,-6.93487,6.6547,4.38151,0.320123,0,0,0,0.0782382,1.78197,-0.479693,0,0,-0.614631,0,5.55112e-17,2.384,474,17,3,3,0,0.7838970027231404
0.302,0.286,19.0,5LE5_F_5LE5_a_4,67.4848,63.4826,6.03749,-0.201169,-1.25133,-6.82116,-2.11825,11.5861,-7.38599,7.54784,5.19744,0.421033,0,0,0,0.0829202,1.78029,-0.443499,0,0,-0.576449,0,5.55112e-17,2.384,474,20,4,4,0,0.6990641969510566
0.661,0.376,19.0,5LE5_F_5LE5_a_0,67.3122,48.0988,3.66141,-0.26278,-1.42109e-14,-6.75014,-2.09573,11.4792,-7.35925,4.01553,4.78374,0.697724,0,0,0,0.0805285,1.79997,-0.382638,0,0,-0.544823,0,1.66533e-16,2.384,474,20,1,1,0,0.8063731983205358
0.643,0.357,20.0,5LE5_F_5LE5_a_2,66.7926,51.7763,-1.24858,-0.125072,-1.11115,-5.97633,-1.41352,9.48145,-6.7316,1.37481,3.68176,0.348037,0,0,0,0.0898082,1.47696,-0.409359,0,0,-0.457398,0,1.66533e-16,2.384,474,17,0,0,0,0.7937840192845795
0.533,0.311,23.0,5LE5_B_5LE5_I_1,55.2746,67.6707,-5.77242,-0.744177,3.55271e-15,-7.64146,-0.0392618,7.25498,-11.2199,0.92419,5.64585,0.571429,0,0,0,0.027134,2.04156,-0.516162,0,0,-0.034994,0,8.32667e-17,2.384,466,21,0,0,0,0.7890129952308368
0.132,0.268,22.0,5LE5_B_5LE5_I_3,51.3126,61.4125,1.53523,-0.887851,-0.275567,-8.83226,-0.0210845,8.85084,-12.8491,8.74416,6.77096,0.595442,0,0,0,0.0609295,2.47953,-0.593128,0,0,-0.0281566,0,-2.77556e-17,2.384,466,21,2,2,0,0.6929485941360348
0.18,0.257,23.0,5LE5_B_5LE5_I_4,68.6051,82.0922,-0.701579,-0.781749,3.55271e-15,-8.35225,-0.0237916,8.3962,-12.0931,6.23212,6.01485,0.510461,0,0,0,0.0495969,2.43914,-0.626196,0,0,-0.027669,0,8.32667e-17,2.384,466,21,2,2,0,0.6851383930719448
0.518,0.31,21.0,5LE5_B_5LE5_I_0,70.9646,57.4131,-4.61599,-0.787238,-0.441279,-8.53783,-0.0299422,8.56829,-12.3645,2.46442,6.67972,0.64301,0,0,0,0.0356316,2.46199,-0.804424,0,0,-0.0418115,0,1.11022e-16,2.384,466,21,1,1,0,0.7979109464058309
0.337,0.303,24.0,5LE5_B_5LE5_I_2,52.1984,66.4579,-2.66905,-0.814043,1.42109e-14,-8.20686,-0.0258803,7.96989,-11.9804,4.39094,5.99752,0.546992,0,0,0,0.0496796,2.3886,-0.566861,0,0,-0.0300159,0,5.55112e-17,2.384,466,21,2,2,0,0.7652550427919731
0.018,0.346,37.0,5LE5_J_5LE5_K_3,75.4657,60.9745,17.6427,-1.02377,-4.73581,-10.4493,-2.46638,17.3176,-13.5132,20.3273,8.50529,3.27402,0,0,0,0.250204,3.44424,0.250454,0,0,-0.101754,0,0.00803888,2.384,405,38,10,9,1,0.43504430553473794
0.016,0.311,51.0,5LE5_J_5LE5_K_4,78.1579,76.855,41.2235,-0.725808,-2.68501,-13.7697,-1.40915,22.6158,-18.1052,42.1455,9.59517,3.1927,0,0,0,0.260355,8.72985,0.113075,0,0,-0.0145979,0,0.0104189,2.384,405,43,14,12,2,0.40205441310882517
0.02,0.217,46.0,5LE5_J_5LE5_K_1,71.734,69.2077,35.2205,-1.11196,-3.75637,-12.2667,-2.15407,20.4585,-15.8668,36.8463,9.53115,3.14504,0,0,0,0.289254,5.47575,0.129631,0,0,-0.0461134,0,0.0225995,2.384,405,41,12,11,1,0.44382318281516364
