Entry ID,Total Number of Polymer Instances (Chains),Resolution (Å),Entity Polymer Type,Total Number of polymer Entity Instances (Chains) per Entity,ecod_count,ecod_id
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QVY,28.0,2.51,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW0,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW1,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW3,28.0,2.9,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW4,28.0,2.8,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW5,28.0,3,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW6,28.0,2.9,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QW7,28.0,2.7,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWF,28.0,3,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWG,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWI,28.0,2.6,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWJ,28.0,2.9,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWK,28.0,2.8,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWL,28.0,2.6,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWR,28.0,2.9,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWS,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWU,28.0,3,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QWX,28.0,2.9,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QXJ,28.0,2.8,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ0,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ1,28.0,3,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ2,28.0,2.7,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ3,28.0,2.8,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ4,28.0,3,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ5,28.0,2.8,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ6,28.0,2.9,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZ7,28.0,2.8,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZW,28.0,3,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZX,28.0,2.6,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4QZZ,28.0,2.9,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R00,28.0,2.8,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R02,28.0,2.5,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R17,28.0,2.1,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R18,28.0,2.4,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
4R3O,28.0,2.6,Protein,2,28,210.1.1.2
